科室,码,快照,query,PV归一
就医事务,JY,2025搜索,献血对身体有什么好处和坏处,2.28
就医事务,JY,2025搜索,健康证体检哪些项目,2.08
就医事务,JY,2025搜索,华西医院,1.97
就医事务,JY,2025搜索随机1w,徐州医科大学附属医院,38.18
就医事务,JY,2025搜索随机1w,上海市东方医院,16.15
就医事务,JY,2025搜索随机1w,北京同仁堂和南京同仁堂的区别,14.83
就医事务,JY,2026搜索,健康证体检哪些项目,2.58
就医事务,JY,2026搜索,献血对身体有什么好处和坏处,2.23
就医事务,JY,2026搜索,华西医院,1.93
就医事务,JY,2026搜索随机1w,体验区体检20分钟,24.49
就医事务,JY,2026搜索随机1w,北京骨科最厉害三个医院,14.47
就医事务,JY,2026搜索随机1w,中医院骨科,10.02
就医事务,JY,助手头部1k,试管婴儿那个医院成功率高,128.15
就医事务,JY,助手头部1k,自然之声助听器,56.95
就医事务,JY,助手头部1k,开始AI问诊,31.86
就医事务,JY,助手随机1k,嵊州还有没有其他烧伤中医高手,17.08
就医事务,JY,助手随机1k,济宁市人民医院东院区,17.08
就医事务,JY,助手随机1k,不能吃东西医院住院插管子鼻饲,8.54
就医事务,JY,助手语音头部1k,体检,9.5
就医事务,JY,助手语音头部1k,北京协和医院,6.33
就医事务,JY,助手语音头部1k,医疗机构需要首诊负责的患者有,5.93
就医事务,JY,助手语音1k,为什么喜欢软集团云南省第一人民医院,10.0
就医事务,JY,助手语音1k,重庆市新桥医院可以做微创搭桥手术吗,10.0
就医事务,JY,助手语音1k,重庆市丰都县三合街道社区卫生服务中心电话,10.0
康复医学科,KF,2025搜索,脑梗恢复最好的方法,2.04
康复医学科,KF,2025搜索,凯格尔运动正确做法,1.97
康复医学科,KF,2025搜索,康复治疗技术,1.52
康复医学科,KF,2025搜索随机1w,麦肯基7步腰椎疗法全套视频,2.64
康复医学科,KF,2025搜索随机1w,女生如何练腹肌,1.47
康复医学科,KF,2025搜索随机1w,英雄卧的好处和功效,1.17
康复医学科,KF,2026搜索,凯格尔运动正确做法,1.89
康复医学科,KF,2026搜索,脑梗恢复最好的方法,1.67
康复医学科,KF,2026搜索,高压氧舱的作用和功效,1.08
康复医学科,KF,2026搜索随机1w,adl评分的项目及分级标准,2.78
康复医学科,KF,2026搜索随机1w,走路正确的发力姿势,1.67
康复医学科,KF,2026搜索随机1w,超声波治疗肩周韧带拉伤会有影响吗,1.11
康复医学科,KF,助手头部1k,家用高压氧舱,22.31
康复医学科,KF,助手头部1k,小腿假肢,11.04
康复医学科,KF,助手随机1k,平时下意识会把重心放在好腿，只有自己意识到的时候才会把重心放到双腿，可是一不留神就会下意识的放到好腿上,8.54
康复医学科,KF,助手随机1k,这些家务活都是在安全的状态里进行，没有冒险，能干就干，不能干就休息，要是还是走走路，还在进行，就是减少了许多,8.54
康复医学科,KF,助手随机1k,马尾康复训练有哪些具体动作,8.54
康复医学科,KF,助手语音头部1k,颈椎操,6.33
康复医学科,KF,助手语音1k,器械如何锻炼竖脊肌,10.0
康复医学科,KF,助手语音1k,座位平衡分级,10.0
康复医学科,KF,助手语音1k,女人练八叉女人练不练八叉对身体没有害啊,10.0
疼痛科,TT,2025搜索,封闭针的功效与副作用,1.08
疼痛科,TT,2025搜索,打封闭针的作用与危害,0.38
疼痛科,TT,2025搜索随机1w,带状疱疹神经痛对病人有影响吗,0.15
疼痛科,TT,2025搜索随机1w,为什么老年人晚上全身疼痛,0.15
疼痛科,TT,2025搜索随机1w,每天身上疼是什么原因,0.15
疼痛科,TT,2026搜索,封闭针的功效与副作用,1.1
疼痛科,TT,2026搜索,带状疱疹神经痛一般需多久恢复,0.56
疼痛科,TT,2026搜索,打封闭针的作用与危害,0.41
疼痛科,TT,2026搜索随机1w,周围电极植入术,1.67
疼痛科,TT,2026搜索随机1w,足跟痛用小针刀治疗好吗,0.56
疼痛科,TT,2026搜索随机1w,各种疼痛的描述方法,0.56
疼痛科,TT,助手随机1k,带状疱疹后遗症神经痛多久会好,17.08
疼痛科,TT,助手语音1k,打了封闭针以后能维持多少时间的不痛,10.0
生殖医学科,FCK_SZ,2025搜索,女性一晚上3次纵欲导致不孕,1.04
生殖医学科,FCK_SZ,2025搜索,试管婴儿费用大概要多少钱,0.84
生殖医学科,FCK_SZ,2025搜索,试管婴儿费用大概多少,0.82
生殖医学科,FCK_SZ,2025搜索随机1w,ahm值多少代表卵巢功能好,5.14
生殖医学科,FCK_SZ,2025搜索随机1w,试管和自然怀孕有什么区别,1.62
生殖医学科,FCK_SZ,2025搜索随机1w,很容易怀孕吗,0.73
生殖医学科,FCK_SZ,2026搜索,男女做什么运动能怀孕,1.26
生殖医学科,FCK_SZ,2026搜索,试管婴儿费用大概多少,0.84
生殖医学科,FCK_SZ,2026搜索,如何快速怀孕,0.53
生殖医学科,FCK_SZ,2026搜索随机1w,长春代生助孕,1.11
生殖医学科,FCK_SZ,2026搜索随机1w,取卵多久后可以同房呢,1.11
生殖医学科,FCK_SZ,2026搜索随机1w,打降调针第九天有血怎么回事,1.11
生殖医学科,FCK_SZ,助手头部1k,不孕,44.31
生殖医学科,FCK_SZ,助手头部1k,试管婴儿费用大概多少,29.3
生殖医学科,FCK_SZ,助手头部1k,想怀孕怎么才能怀上,25.44
生殖医学科,FCK_SZ,助手随机1k,为什么我的妹妹能生育。我父母也没有近亲结婚,8.54
生殖医学科,FCK_SZ,助手随机1k,同卵双胞胎到底是怎么回事啊？到底是呃一个卵子一个精子结合之后呃？,8.54
生殖医学科,FCK_SZ,助手随机1k,高龄备孕在2026年丙午年需要注意什么,8.54
神经外科,WK_SJ,2025搜索,烟雾病,0.6
神经外科,WK_SJ,2025搜索,神经外科主要治什么病,0.5
神经外科,WK_SJ,2025搜索,烟雾病是一种什么病,0.49
神经外科,WK_SJ,2025搜索随机1w,脑溢血术后多久醒过来,0.73
神经外科,WK_SJ,2025搜索随机1w,什么是蛛网膜囊肿,0.73
神经外科,WK_SJ,2025搜索随机1w,后脑勺有个凹陷下去的坑,0.73
神经外科,WK_SJ,2026搜索,烟雾病是一种什么病,0.55
神经外科,WK_SJ,2026搜索,神经外科主要治什么病,0.51
神经外科,WK_SJ,2026搜索,脑疝是什么意思,0.46
神经外科,WK_SJ,2026搜索随机1w,摔倒脑出血量四五十毫升,1.67
神经外科,WK_SJ,2026搜索随机1w,病人支架手术后脑出血怎么办,1.67
神经外科,WK_SJ,2026搜索随机1w,垂体瘤属于哪一科,0.56
神经外科,WK_SJ,助手头部1k,开颅手术,12.83
神经外科,WK_SJ,助手随机1k,因房颤摔倒，脑出血，脑水肿住院一个月,8.54
神经外科,WK_SJ,助手随机1k,脊柱脊髓内瘤胸椎10 11 12节三节占位空洞手术神经损伤30天后，脚脂双下肢无力小腿动不了0肌力，做高压氧腿嘛大腿根疼带腰部神经疼怎么办什么时候能康复,8.54
医学美容科,MR,2025搜索,法令纹,0.57
医学美容科,MR,2025搜索随机1w,吃什么皮肤可以变白嫩细腻,1.32
医学美容科,MR,2025搜索随机1w,男生怎样才能变白,0.59
医学美容科,MR,2025搜索随机1w,李奇军注射物取出恢复太快了,0.59
医学美容科,MR,2026搜索,胸大而且特别软,1.06
医学美容科,MR,2026搜索,法令纹,0.46
医学美容科,MR,2026搜索随机1w,右边眉毛短一截,0.56
医学美容科,MR,2026搜索随机1w,抽自己的血提取东西注射会阴缩阴可以吗,0.56
医学美容科,MR,2026搜索随机1w,眼窝框格释放后还是凹陷是什么原因,0.56
医学美容科,MR,助手头部1k,胸大,42.36
医学美容科,MR,助手头部1k,吃什么能变白？,29.41
医学美容科,MR,助手头部1k,皮肤变白皙嫩滑,5.69
医学美容科,MR,助手随机1k,乐提葆可打口角囊袋吗,8.54
医学美容科,MR,助手随机1k,肉毒一个月之后能做牛奶肌吗,8.54
医学美容科,MR,助手语音头部1k,皱纹,15.03
