domain,source,core,query,added_chars,core_td,wrap_td,same_intent
金融,assistant_voice,今日金价,2026年成都梨花街今日金价,10,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,人民币,900美元折合人民币多少钱1900,14,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,4000人民币等于多少日元,10,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,中国人民币,2,其他或无法判定的非金融查询,查询金融资产实时行情,False
金融,assistant_voice,农商银行,农商银行倒闭了吗,4,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,人民币,1000000人民币一年定期存款是多少,16,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,支付宝,用支付宝或者微信买电影票便宜吗,12,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,众安保险,众安保险app官方下载安装,9,核实金融平台真伪与合法性,查找官方渠道与客服入口,False
金融,assistant_voice,人民币,100000港币是多少人民币,11,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,100000港币是多少人民币,11,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,数字人民币,什么叫数字人民币,3,查询金融资产实时行情,解释金融术语与基础规则,False
金融,assistant_voice,数字人民币,什么叫数字人民币,3,查询金融资产实时行情,解释金融术语与基础规则,False
金融,assistant_voice,信用卡,OPPO那个福利信用卡是咋算的在大明的信用卡了,20,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_voice,中国银行,金华中国银行营业厅,5,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,人民币,1欧元=多少人民币,6,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,1欧元=多少人民币,6,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,易宝支付,哪个平台有易宝支付,5,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,人民币,八十五元的韩元顶我们多少的人民币,13,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,美元对日元汇率,美元对日元汇率多少,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美元对日元汇率,美元对日元汇率多少,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,农村信用社,农村信用社星期日上班吗,6,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,信用卡,哪家银行信用卡可以兑小黄车,10,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,助学贷款,大学生助学贷款毕业当年还贷无需支付利息吗,16,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_voice,中国银行,中国银行韩城市支行行号,7,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,招商银行,招商银行属于什么银行,6,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_voice,人民币,80000美金合人民币多少,10,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,兴业银行,"兴业银行收款码换了,新收款码如何恢复",14,其他或无法判定的非金融查询,处置账户异常与非预期扣款,False
金融,assistant_voice,支付宝,保付和支付宝是一回事吗,8,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,广发银行,本溪市人民文化宫广发银行电话号码,12,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,中国工商银行,中国工商银行可以叫中国银行吗,8,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_voice,人民币,45000000英镑相当于多少亿人民币,16,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,交强险,车险第二年交强险怎么划算,9,解释金融术语与基础规则,比较同类金融产品并择优,False
金融,assistant_voice,日元换人民币,100000日元换人民币多少钱,9,查询金融资产实时行情,计算具体金额或利率,False
金融,assistant_voice,支付宝,支付宝付的那个车钱乘车记录在哪里找没看到吗,18,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,光大银行,牡丹江有没有光大银行,6,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,农村商业银行,北京农村商业银行股份有限公司,8,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,民生银行,民生银行沙井支行行号是多少,9,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,人民币,2026年100人民币能兑换多少日币,15,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,支付宝,支付宝一次能付40万吗,8,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,人民币对台币的汇率,6,其他或无法判定的非金融查询,查询金融资产实时行情,False
金融,assistant_voice,建设银行,建设银行青岛分行营业部还下设网点吗,13,查找官方渠道与客服入口,查找官方渠道与客服入口,True
金融,assistant_voice,支付宝,支付宝买了蚂蚁宝分12个月买买了6个月或者两个月以后不想买了可以吗,30,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_voice,民生银行,民生银行回单怎么导出来,7,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,人民币,几万泰铢相当于多少人民币,9,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,放心借,放心借最晚可以拖多久,7,核实金融平台真伪与合法性,判定信贷产品账单与征信规则,False
金融,assistant_voice,沪深股市,沪深股市软件股还能炒多还能炒多长时间,14,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_voice,今日实时金价,中国黄金今日实时金价,4,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,信用卡,信用卡里面的金融功能到期了可以线下办理重新开通吗,21,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,蚂蚁庄园,黄色信号灯蚂蚁庄园,5,获取每日答题活动答案,获取每日答题活动答案,True
金融,assistant_voice,蚂蚁庄园,黄色信号灯蚂蚁庄园,5,获取每日答题活动答案,获取每日答题活动答案,True
金融,assistant_voice,蚂蚁庄园,黄色信号灯蚂蚁庄园,5,获取每日答题活动答案,获取每日答题活动答案,True
金融,assistant_voice,蚂蚁庄园,黄色信号灯蚂蚁庄园,5,获取每日答题活动答案,获取每日答题活动答案,True
金融,assistant_voice,美元人民币,一美元人民币是几,3,查询金融资产实时行情,计算具体金额或利率,False
金融,assistant_voice,中国银行,举例曲阜市千禧苑小区最近的中国银行ATM机网点是哪一个,23,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,中国银行,中国银行6个月内无呃资金往来需到柜台呃解封需要拿什么手续,24,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,中国银行,中国银行6个月内无呃资金往来需到柜台呃解封需要拿什么手续,24,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,交通银行电话,润枫德尚交通银行电话,4,查找官方渠道与客服入口,查找官方渠道与客服入口,True
金融,assistant_voice,人民币,一万人民币等于多少日元,8,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,手机银行,咋样从手机银行更换新的身份证信息,12,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,美元兑人民币,美元兑人民币走势,2,查询金融资产实时行情,查询历史价格走势图,False
金融,assistant_voice,人民币,Bdb值多少人民币,6,其他或无法判定的非金融查询,查询金融资产实时行情,False
金融,assistant_voice,人民币,5000000韩币折合人民币多少钱,14,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,980日元等于多少人民币,9,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,科创板,603986是主板还是科创板,11,查询金融资产实时行情,其他或无法判定的非金融查询,False
金融,assistant_voice,个人征信,催收公司会查你的个人征信吗,9,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_voice,人民币,人民币跟越南盾比一比几,8,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,创业板50,中国a股下0.5年科创50 ETF和创业板50 ETF哪个ETF会上涨概率高1点会上涨概率大,41,其他或无法判定的非金融查询,寻求个股买卖与持有决策建议,False
金融,assistant_voice,美金换人民币,今天美金换人民币多少,4,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,人民币,人民币和港元的兑,5,其他或无法判定的非金融查询,查询金融资产实时行情,False
金融,assistant_voice,中国农业银行,中国农业银行昆山城北支行行号是,9,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,支付宝,这个支付宝里面那个信息没有那些什么更改信息啊,19,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,支付宝,支付宝附近位置权限在哪打开,10,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,支付宝,支付如何查询支付宝上绑定的哪张卡,13,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,农村信用社,九台农村信用社现在叫什么,7,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_voice,云闪付,云闪付的钱过期不用会转到哪里,11,核实金融平台真伪与合法性,判定信贷产品账单与征信规则,False
金融,assistant_voice,100日元等于多少人民币,100日元100日元等于多少人民币,5,计算具体金额或利率,计算具体金额或利率,True
金融,assistant_voice,沪深300,沪深300的基金走势,5,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,支付宝,微信怎么给支付宝转账,7,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,英伟达市值,英伟达市值多少,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,英伟达市值,英伟达市值多少,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,港币汇率,人民币向港币汇率,4,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,人民银行,中中国人民银行包括多少个银行啊,11,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,中国工商银行,中国工商银行锦州分行总部的营业时间,11,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,药明康德股吧,药明康德股吧里怎么评论,5,进入个股股吧讨论区,进入个股股吧讨论区,True
金融,assistant_voice,市盈率,万峰锂业动态市盈率是多少倍,10,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,人民币,3300日元合多少人民币,9,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,中国建设银行,义乌商贸城中国建设银行开户行属于宿迁哪个支行,16,查找官方渠道与客服入口,获取银行或支付账户操作指引,False
金融,assistant_voice,交强险,交强险要多少钱一年,6,解释金融术语与基础规则,解释金融术语与基础规则,True
金融,assistant_voice,邮政储蓄银行,大豆干有邮政储蓄银行吗,5,查找官方渠道与客服入口,查找官方渠道与客服入口,True
金融,assistant_voice,人民币,一欧元相当于多少人民币,8,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,一欧元相当于多少人民币,8,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,存款利率,各银行存款利率,3,解释金融术语与基础规则,查询金融资产实时行情,False
金融,assistant_voice,建设银行,建设银行宜宾市南溪区的开户行行名行号,14,查找官方渠道与客服入口,查找官方渠道与客服入口,True
金融,assistant_voice,人民币,70000韩元等于多少人民币,11,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,农业银行,农业银行江西高安支行行号,8,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,中国工商银行,中国工商银行社保卡的开户地点在哪里找,12,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,支付宝,支付宝资格待遇资格认证怎么操,11,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,支付宝,淘宝我微信付的款退款他不会给我退到支付宝里吧,19,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,华安证券,华安证券里面的投顾签订的投顾怎么签怎么退签,17,查询金融资产实时行情,获取银行或支付账户操作指引,False
金融,assistant_voice,华安证券,华安证券里面的投顾签订的投顾怎么签怎么退签,17,查询金融资产实时行情,获取银行或支付账户操作指引,False
金融,assistant_voice,华安证券,华安证券里面的投顾签订的投顾怎么签怎么退签,17,查询金融资产实时行情,获取银行或支付账户操作指引,False
金融,assistant_voice,交通银行股票,交通银行股票行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,农业银行,农业银行周六周日营业网点,8,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,ETF,场内天虹恒生科技ETF基金对应的场内基金,17,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,农商银行,我附近的农商银行,4,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,智度股份,000676智度股份它的核心技术比例高吗未来股值和业绩成长空间大吗,29,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_voice,中国建设银行,如何在中国建设银行下载新版本怎么操作,12,查找官方渠道与客服入口,获取银行或支付账户操作指引,False
金融,assistant_voice,人民币,1980年版二元人民币,8,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,一万韩元等于人民币多少,8,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,30000000日元折合成人民币我,14,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,只有一张百元美钞也银行也给换取人民币吧,16,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,日元兑换人民币,日元兑换人民币汇率,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,日元兑换人民币,日元兑换人民币汇率,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,度小满,注销度小满之前要解绑银行卡吗,11,核实金融平台真伪与合法性,获取银行或支付账户操作指引,False
金融,assistant_voice,人民币,100美元可以换多少人民币,10,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,农业银行,淘宝退款退到农业银行我觉得他都到不了账呢怎么回事,20,其他或无法判定的非金融查询,处置账户异常与非预期扣款,False
金融,assistant_voice,人民币,1000000亿津巴卢韦币是多少人民币,16,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,民生银行,民生银行新大楼,3,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,支付宝,查下我支付宝密码我自己我忘记我自己密码多少了给我查一下,24,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,中国工商银行,到中国工商银行存款定期三年办的是转存下一个他这个转存是三年以后给呀还是一,30,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,新台币,2500的人民币等于多少新台币,12,查询金融资产实时行情,计算具体金额或利率,False
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,美国股市,美国股市行情,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,农商银行,北京农商银行安贞桥东呃营业点的名称,13,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,人民币,100000欧元相当于人民币多少钱,14,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,中国邮政储蓄银行,中国邮政储蓄银行周末上班吗,5,查找官方渠道与客服入口,查找官方渠道与客服入口,True
金融,assistant_voice,农业银行,宣城皖南农业银行商业银行为什寒亭支行为什么会发300000,25,其他或无法判定的非金融查询,处置账户异常与非预期扣款,False
金融,assistant_voice,人民币,800000美金等于多少人民币,12,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,定期存款利率,今年春节开门红银行一万元定期存款利率是多少呢,16,解释金融术语与基础规则,计算具体金额或利率,False
金融,assistant_voice,定期存款利率,今年春节开门红银行一万元定期存款利率是多少呢,16,解释金融术语与基础规则,计算具体金额或利率,False
金融,assistant_voice,支付宝,我发现支付宝支付优惠很多很多超市里碰一碰都有很多刷券但微信却没有,29,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,ETF,买ETF股票会涨吗,6,查询金融资产实时行情,寻求个股买卖与持有决策建议,False
金融,assistant_voice,信用卡,潍坊银行信用卡客服电话,8,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,信用卡,农行信用卡提现一万分12期还但如果提前全额还款还需要出利息吗,27,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_voice,人民币,十欧等于多少人民币,6,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,五粮液股票,五粮液股票历史最低价,5,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,外汇牌价,今天外汇牌价表,3,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,农村信用社,农村信用社破产最多能赔多少,8,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_voice,人民币,1000朝鲜币换多少人民币,10,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,建设银行,沈阳张士开发区建设银行开门了吗,11,查找官方渠道与客服入口,获取银行或支付账户操作指引,False
金融,assistant_voice,京东白条,关闭京东白条从哪里关闭,7,其他或无法判定的非金融查询,获取银行或支付账户操作指引,False
金融,assistant_voice,人民币,人民币新版一元的动物,7,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,人民币,四十九块四英镑等于多少人民币,11,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,美元换人民币,美元换人民币需要哪些手续还是条件,10,查询金融资产实时行情,获取银行或支付账户操作指引,False
金融,assistant_voice,日元美元,日元美元币值,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,中国银行,中国银行满洲里道南支行,7,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,人民币,韩币与人民币的汇率,6,其他或无法判定的非金融查询,查询金融资产实时行情,False
金融,assistant_voice,黄金多少钱一克,各大银行7月28日黄金多少钱一克,9,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,支付宝,用支付宝付款为什么有时候会多扣几块钱呢,16,其他或无法判定的非金融查询,处置账户异常与非预期扣款,False
金融,assistant_voice,中原消费金融,河南中原消费金融股份有限公司电话,10,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,中信建投,中信建投股吧,2,查询金融资产实时行情,进入个股股吧讨论区,False
金融,assistant_voice,中国银行,今天中国银行不上班,5,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,北证50指数,北证指数50c和北证50指数a和北证50指数增强c区别是什么,24,查询金融资产实时行情,比较同类金融产品并择优,False
金融,assistant_voice,人民币,一墨西哥比索等于多少人民币,10,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,浦发银行,浦发银行售后电话,4,查询金融资产实时行情,查找官方渠道与客服入口,False
金融,assistant_voice,网商银行,开通网商银行每个月会产生费用吗,11,查找官方渠道与客服入口,判定信贷产品账单与征信规则,False
金融,assistant_voice,工商银行,昆山花桥工商银行,4,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,蚂蚁庄园,今日蚂蚁庄园黄色信号灯,7,获取每日答题活动答案,获取每日答题活动答案,True
金融,assistant_voice,工商银行,工商银行办理的什么事,6,其他或无法判定的非金融查询,解释金融术语与基础规则,False
金融,assistant_voice,农业银行,世纪新城附近的农业银行有哪些,10,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,人民币,一亿韩元等于人民币多少钱,9,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币汇率,加元对人民币汇率,3,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,人民币,埃塞俄比亚与人民币的汇率是多少,12,其他或无法判定的非金融查询,查询金融资产实时行情,False
金融,assistant_voice,中国黄金价格,今日中国黄金价格,2,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,人民币今日汇率,以色列切克兑换人民币今日汇率,7,查询金融资产实时行情,查询金融资产实时行情,True
金融,assistant_voice,农商银行,北京农商银行,2,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,农商银行,北京农商银行,2,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,农商银行,北京农商银行,2,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,中国银行,中国银行客户服务电话,6,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,韩国股市,韩国股市简称代号,4,查询金融资产实时行情,解释金融术语与基础规则,False
金融,assistant_voice,支付宝,去东南亚咖喱岛那边玩那边可以使用微信和支付宝吗,20,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,人民币,一亿越南盾等于多少人民币,9,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,一亿越南盾等于多少人民币,9,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,支付宝,支付宝爱租机是监管机吗,8,其他或无法判定的非金融查询,核实金融平台真伪与合法性,False
金融,assistant_voice,中国工商银行,中国工商银行的来电号码,5,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,人民币,10000缅币等于多少人民币,11,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,微粒贷,微粒贷在哪个软件,5,其他或无法判定的非金融查询,其他或无法判定的非金融查询,True
金融,assistant_voice,助学贷款,河南助学贷款生源地学生在线系统,11,其他或无法判定的非金融查询,查找官方渠道与客服入口,False
金融,assistant_voice,信用卡,办理信用卡的好处和坏处,8,其他或无法判定的非金融查询,判定信贷产品账单与征信规则,False
金融,assistant_voice,人民币,一越南盾等于多少人民币,8,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,人民币,1700英镑合多少人民币,9,其他或无法判定的非金融查询,计算具体金额或利率,False
金融,assistant_voice,实物黄金,如何在银行买实物黄金,6,查询金融资产实时行情,获取银行或支付账户操作指引,False
影视,assistant_top,在线观看免费,17在线观看免费高清电视剧狂飙,9,获取作品的在线播放入口,获取作品的在线播放入口,True
影视,assistant_top,电视剧,2026年最火的电视剧有哪些,11,裸片名或仅带实体类型词的作品查询,核实播出信息与集数,False
影视,assistant_top,电视剧,2026年还有哪些热门电视剧,11,裸片名或仅带实体类型词的作品查询,核实播出信息与集数,False
影视,assistant_top,60分钟免费观看电视剧在线观看韩剧,60分钟免费观看电视剧在线观看韩剧TV,2,获取作品的在线播放入口,获取作品的在线播放入口,True
影视,assistant_top,在线观看免费,77影视在线观看免费观看电视剧百度,11,获取作品的在线播放入口,获取作品的网盘或资源下载渠道,False
影视,assistant_top,电影网,8090电影网,4,导航到指定影视站点或平台,导航到指定影视站点或平台,True
影视,assistant_top,AI短剧,AI短剧《非妖哉》导演：1集成本1万,14,获取片段、台词或混剪等衍生内容,裸片名或仅带实体类型词的作品查询,False
影视,assistant_top,免费观看,XL上司令第二季免费观看百度,10,获取作品的在线播放入口,获取作品的网盘或资源下载渠道,False
影视,assistant_top,在线观看免费,YY影院在线观看免费观看电视剧百度,11,获取作品的在线播放入口,获取作品的网盘或资源下载渠道,False
影视,assistant_top,bili,bilibili,4,导航到指定影视站点或平台,导航到指定影视站点或平台,True
影视,assistant_top,在线观看,b站在线观看,2,获取作品的在线播放入口,导航到指定影视站点或平台,False
影视,assistant_top,cctv5,cctv5 节目表,4,收看电视频道直播或查询节目表,收看电视频道直播或查询节目表,True
影视,assistant_top,cctv5,cctv5今日赛程,4,收看电视频道直播或查询节目表,收看电视频道直播或查询节目表,True
影视,assistant_top,cctv5,cctv5在线直播,4,收看电视频道直播或查询节目表,收看电视频道直播或查询节目表,True
影视,assistant_top,cctv5,cctv5直播,2,收看电视频道直播或查询节目表,收看电视频道直播或查询节目表,True
影视,assistant_top,cctv5,cctv5节目表,3,收看电视频道直播或查询节目表,收看电视频道直播或查询节目表,True
影视,assistant_top,电视剧,《上甘岭》24集电视剧,8,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,电视剧,《九门》电视剧,4,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,魔法少女,《内衣魔法少女》动漫完整版百度,11,裸片名或仅带实体类型词的作品查询,获取作品的网盘或资源下载渠道,False
影视,assistant_top,办公室,《办公室》,2,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,办公室,《办公室》,2,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,卿本佳人,《卿本佳人》,2,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,西游记,《后西游记》 边审边播,8,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,免费观看,《女医生》免费观看全集,7,获取作品的在线播放入口,获取作品的在线播放入口,True
影视,assistant_top,心动的信号,《心动的信号》第9季,5,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,我们的少年时代2,《我们的少年时代2》有哪些亮点,7,裸片名或仅带实体类型词的作品查询,剧情设定讨论与同人假设问答,False
影视,assistant_top,在线观看,《我的健身教练》完整版在线观看,11,获取作品的在线播放入口,获取作品的在线播放入口,True
影视,assistant_top,韩剧在线观看,《我的男家教》韩剧在线观看完整版,10,获取作品的在线播放入口,获取作品的在线播放入口,True
影视,assistant_top,在线观看,《无法拒绝的她》韩剧国语在线观看,12,获取作品的在线播放入口,获取作品的在线播放入口,True
影视,assistant_top,免费观看,《早春晴朗》免费观看全集,8,获取作品的在线播放入口,获取作品的在线播放入口,True
影视,assistant_top,电视剧,《早春晴朗》电视剧,6,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,电视剧,《早春晴朗》电视剧24,8,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,电视剧免费观看,《早春晴朗》电视剧免费观看,6,获取作品的在线播放入口,获取作品的在线播放入口,True
影视,assistant_top,在线观看,《特殊诊疗室》完整版在线观看日剧,12,获取作品的在线播放入口,获取作品的在线播放入口,True
影视,assistant_top,电视剧,《电视剧》分集剧情,6,裸片名或仅带实体类型词的作品查询,查询剧情梗概或结局剧透,False
影视,assistant_top,电视剧,《电视剧》续集,4,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,秘密花园,《秘密花园》,2,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,秘密花园,《秘密花园》,2,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
影视,assistant_top,《租借女友》动漫,《租借女友》动漫第一季,3,裸片名或仅带实体类型词的作品查询,裸片名或仅带实体类型词的作品查询,True
